Gene_ID	Gene
ENSG00000162006	['MSLNL']
ENSG00000162009	['SSTR5']
ENSG00000162032	['SPSB3', 'C16orf31', 'SSB-3']
ENSG00000162039	['MEIOB', 'C16orf73', 'MGC35212']
ENSG00000162040	['HS3ST6']
ENSG00000162062	['C16orf59']
ENSG00000162063	['CCNF', 'FBX1', 'FBXO1']
ENSG00000162065	['TBC1D24', 'DFNB86', 'KIAA1171', 'TLDC6', 'DFNA65']
ENSG00000162066	['AMDHD2', 'CGI-14']
ENSG00000162068	['NTN3', 'NTN2L']
ENSG00000162069	['CCDC64B']
ENSG00000162073	['PAQR4', 'FLJ30002']
ENSG00000162076	['FLYWCH2']
ENSG00000162078	['ZG16B', 'HRPE773', 'PRO1567', 'JCLN2']
ENSG00000162086	['ZNF75A', 'FLJ31529']
ENSG00000162104	['ADCY9', 'AC9']
ENSG00000162105	['SHANK2', 'CORTBP1', 'CTTNBP1', 'ProSAP1', 'SHANK', 'SPANK-3']
ENSG00000162129	['CLPB', 'HSP78', 'SKD3', 'FLJ13152', 'ANKCLB']
ENSG00000162139	['NEU3']
ENSG00000162144	['CYB561A3', 'CYBASC3']
ENSG00000162148	['PPP1R32', 'C11orf66', 'IIIG9', 'FLJ32771']
ENSG00000162174	['ASRGL1', 'FLJ22316', 'ALP1', 'ALP']
ENSG00000162188	['GNG3']
ENSG00000162191	['UBXN1', 'LOC51035', '2B28', 'SAKS1']
ENSG00000162194	['C11orf48']
ENSG00000162222	['TTC9C', 'MGC29649']
ENSG00000162227	['TAF6L', 'PAF65A']
ENSG00000162231	['NXF1', 'Mex67', 'DKFZp667O0311']
ENSG00000162236	['STX5', 'STX5A', 'SED5']
ENSG00000162241	['SLC25A45']
ENSG00000162244	['RPL29', 'RPL29P10', 'HUMRPL29', 'L29']
ENSG00000162267	['ITIH3', 'H3P']
ENSG00000162290	['DCP1A', 'HSA275986', 'SMIF', 'SMAD4IP1']
ENSG00000162298	['SYVN1', 'HRD1', 'DER3']
ENSG00000162300	['ZFPL1', 'D11S750', 'MCG4']
ENSG00000162302	['RPS6KA4', 'RSK-B', 'MSK2']
ENSG00000162337	['LRP5', 'LRP7', 'OPPG', 'LR3', 'BMND1', 'OPS', 'OPTA1', 'VBCH2', 'EVR4']
ENSG00000162341	['TPCN2', 'TPC2']
ENSG00000162344	['FGF19']
ENSG00000162365	['CYP4A22']
ENSG00000162366	['PDZK1IP1', 'DD96', 'MAP17', 'SPAP']
ENSG00000162367	['TAL1', 'TCL5', 'bHLHa17']
ENSG00000162368	['CMPK1', 'CMPK', 'UMP-CMPK']
ENSG00000162373	['BEND5', 'C1orf165', 'FLJ11588']
ENSG00000162374	['ELAVL4', 'HUD', 'PNEM']
ENSG00000162377	['COA7', 'C1orf163', 'SELRC1', 'FLJ12439', 'RESA1']
ENSG00000162378	['ZYG11B', 'FLJ13456']
ENSG00000162383	['SLC1A7', 'EAAT5']
ENSG00000162384	['C1orf123', 'FLJ20580']
ENSG00000162385	['MAGOH', 'MAGOHA', 'MAGOH1']
ENSG00000162390	['ACOT11', 'THEA', 'STARD14', 'BFIT', 'KIAA0707', 'BFIT1', 'THEM1']
ENSG00000162391	['FAM151A', 'C1orf179', 'MGC27169']
ENSG00000162396	['PARS2', 'DKFZp727A071']
ENSG00000162398	['C1orf177']
ENSG00000162399	['BSND', 'DFNB73']
ENSG00000162402	['USP24', 'KIAA1057']
ENSG00000162407	['PPAP2B']
ENSG00000162408	['NOL9', 'FLJ23323', 'NET6', 'Grc3']
ENSG00000162409	['PRKAA2', 'PRKAA', 'AMPK', 'AMPKa2']
ENSG00000162413	['KLHL21', 'KIAA0469']
ENSG00000162415	['ZSWIM5', 'KIAA1511']
ENSG00000162419	['GMEB1', 'P96PIF', 'PIF96']
ENSG00000162426	['SLC45A1', 'DNB5']
ENSG00000162430	['SEPN1']
ENSG00000162433	['AK4']
ENSG00000162434	['JAK1', 'JAK1B', 'JAK1A', 'JTK3']
ENSG00000162437	['RAVER2', 'KIAA1579', 'FLJ10770']
ENSG00000162438	['CTRC', 'CLCR', 'ELA4']
ENSG00000162441	['LZIC', 'MGC15436']
ENSG00000162444	['RBP7', 'CRBPIV']
ENSG00000162456	['KNCN', 'FLJ32011', 'KINO', 'L5']
ENSG00000162458	['FBLIM1', 'FBLP-1', 'CAL', 'migfilin']
ENSG00000162460	['TMEM82']
ENSG00000162461	['SLC25A34', 'DKFZp781A10161']
ENSG00000162482	['AKR7A3']
ENSG00000162490	['DRAXIN', 'C1orf187', 'FLJ34999', 'Draxin', 'Neucrin']
ENSG00000162493	['PDPN', 'T1A-2', 'Gp38', 'aggrus', 'PA2.26']
ENSG00000162494	['LRRC38']
ENSG00000162496	['DHRS3', 'retSDR1', 'Rsdr1', 'SDR1', 'RDH17', 'SDR16C1']
ENSG00000162510	['MATN1', 'CRTM', 'CMP']
ENSG00000162511	['LAPTM5']
ENSG00000162512	['SDC3', 'N-syndecan', 'SYND3']
ENSG00000162517	['PEF1', 'PEF1A']
ENSG00000162520	['SYNC', 'SYNC1', 'SYNCOILIN']
ENSG00000162521	['RBBP4', 'RbAp48', 'NURF55', 'lin-53']
ENSG00000162522	['KIAA1522']
ENSG00000162526	['TSSK3', 'STK22C', 'SPOGA3']
ENSG00000162542	['TMCO4', 'DKFZp686C23231']
ENSG00000162543	['UBXN10', 'UBXD3', 'FLJ25429']
ENSG00000162545	['CAMK2N1']
ENSG00000162551	['ALPL', 'HOPS', 'TNSALP', 'TNALP', 'TNAP']
ENSG00000162552	['WNT4', 'WNT-4']
ENSG00000162571	['TTLL10', 'FLJ36119']
ENSG00000162572	['SCNN1D', 'ENaCdelta', 'dNaCh']
ENSG00000162576	['MXRA8', 'DKFZp586E2023']
ENSG00000162585	['C1orf86']
ENSG00000162591	['MEGF6', 'EGFL3']
ENSG00000162592	['CCDC27', 'FLJ32825']
ENSG00000162594	['IL23R', 'IL-23R']
ENSG00000162595	['DIRAS3', 'ARHI', 'NOEY2']
ENSG00000162598	['C1orf87', 'MGC34837', 'CREF']
ENSG00000162599	['NFIA', 'NFI-L', 'KIAA1439']
ENSG00000162600	['OMA1', 'MPRP-1', 'YKR087C', 'ZMPOMA1', 'FLJ33782']
ENSG00000162601	['MYSM1', 'KIAA1915']
ENSG00000162604	['TM2D1', 'BBP']
ENSG00000162607	['USP1']
ENSG00000162613	['FUBP1', 'FUBP']
ENSG00000162614	['NEXN', 'nexilin', 'NELIN']
ENSG00000162616	['DNAJB4', 'HLJ1']
ENSG00000162618	['ELTD1']
ENSG00000162620	['LRRIQ3', 'LRRC44', 'MGC22773']
ENSG00000162621	['LRRC53']
ENSG00000162623	['TYW3', 'C1orf171', 'FLJ40918']
ENSG00000162624	['LHX8', 'Lhx7']
ENSG00000162627	['SNX7']
ENSG00000162630	['B3GALT2', 'beta3Gal-T2']
ENSG00000162631	['NTNG1', 'KIAA0976', 'Lmnt1']
ENSG00000162636	['FAM102B', 'DKFZp779B126', 'SYM-3B']
ENSG00000162639	['HENMT1', 'C1orf59', 'FLJ30525', 'HEN1']
ENSG00000162641	['AKNAD1', 'C1orf62', 'MGC26989']
ENSG00000162642	['C1orf52', 'gm117', 'FLJ44982']
ENSG00000162643	['WDR63', 'DIC3', 'FLJ30067', 'NYD-SP29']
ENSG00000162645	['GBP2']
ENSG00000162650	['ATXN7L2', 'MGC46534', 'FLJ00381']
ENSG00000162654	['GBP4', 'Mpa2']
ENSG00000162664	['ZNF326', 'Zfp326', 'ZAN75', 'FLJ20403', 'ZIRD']
ENSG00000162669	['HFM1', 'SEC63D1', 'MER3', 'FLJ39011', 'FLJ36760']
ENSG00000162670	['BRINP3', 'FAM5C', 'DBCCR1L', 'DBCCR1L1']
ENSG00000162676	['GFI1', 'ZNF163', 'GFI1A', 'GFI-1']
ENSG00000162687	['KCNT2', 'KCa4.2', 'SLICK', 'SLO2.1']
ENSG00000162688	['AGL']
ENSG00000162692	['VCAM1', 'CD106']
ENSG00000162694	['EXTL2']
ENSG00000162695	['SLC30A7', 'ZnTL2', 'ZNT7']
ENSG00000162702	['ZNF281', 'ZBP-99']
ENSG00000162704	['ARPC5', 'p16-Arc', 'ARC16', 'dJ127C7.3']
ENSG00000162706	['CADM3', 'IGSF4B', 'BIgR', 'FLJ10698', 'TSLL1', 'NECL1', 'SynCAM3', 'Necl-1']
ENSG00000162711	['NLRP3', 'C1orf7', 'CIAS1', 'AGTAVPRL', 'AII', 'FCAS', 'FCU', 'NALP3', 'PYPAF1', 'MWS', 'CLR1.1']
ENSG00000162714	['ZNF496', 'ZKSCAN17', 'MGC15548', 'ZSCAN49']
ENSG00000162722	['TRIM58', 'BIA2']
ENSG00000162723	['SLAMF9', 'CD2F-10', 'CD84-H1', 'SF2001']
ENSG00000162727	['OR2M5', 'OR2M5P']
ENSG00000162728	['KCNJ9', 'Kir3.3', 'GIRK3']
ENSG00000162729	['IGSF8', 'CD81P3', 'EWI2', 'PGRL', 'CD316']
ENSG00000162733	['DDR2', 'TYRO10', 'NTRKR3']
ENSG00000162734	['PEA15', 'PED', 'PEA-15', 'MAT1H', 'HUMMAT1H', 'PED-PEA15', 'PED/PEA15']
ENSG00000162735	['PEX19', 'PXF', 'HK33', 'D1S2223E', 'PMP1', 'PMPI']
ENSG00000162736	['NCSTN', 'KIAA0253', 'APH2']
ENSG00000162738	['VANGL2', 'KIAA1215', 'LTAP', 'LPP1', 'STBM', 'STB1', 'STBM1', 'MGC119403', 'MGC119404']
ENSG00000162739	['SLAMF6', 'KALI', 'NTBA', 'KALIb', 'Ly108', 'SF2000', 'NTB-A', 'CD352']
ENSG00000162745	['OLFML2B', 'DKFZP586L151']
ENSG00000162746	['FCRLB', 'FCRLM2', 'FLJ31052', 'FREB-2', 'FCRLY']
ENSG00000162747	['FCGR3B', 'CD16b']
ENSG00000162753	['SLC9C2', 'SLC9A11', 'MGC43026']
ENSG00000162755	['KLHDC9', 'KARCA1']
ENSG00000162757	['C1orf74', 'FLJ25078', 'URLC4']
ENSG00000162761	['LMX1A', 'LMX1', 'LMX1.1']
ENSG00000162763	['LRRC52', 'FLJ25811']
ENSG00000162769	['FLVCR1', 'AXPC1', 'FLVCR', 'MFSD7B', 'PCA']
ENSG00000162771	['FAM71A', 'FLJ32796']
ENSG00000162772	['ATF3']
ENSG00000162775	['RBM15', 'OTT', 'OTT1']
ENSG00000162777	['DENND2D', 'FLJ22457', 'RP5-1180E21.2']
ENSG00000162779	['AXDND1', 'C1orf125', 'FLJ32940']
ENSG00000162782	['TDRD5', 'FLJ34823', 'TUDOR3']
ENSG00000162783	['IER5']
ENSG00000162804	['SNED1', 'FLJ00133', 'SST3', 'Snep']
ENSG00000162813	['BPNT1']
ENSG00000162814	['SPATA17']
ENSG00000162817	['C1orf115', 'FLJ14146']
ENSG00000162819	['BROX', 'C1orf58', 'FLJ32421']
ENSG00000162825	['NBPF8']
ENSG00000162836	['ACP6', 'LPAP', 'ACPL1']
ENSG00000162843	['WDR64', 'FLJ32978']
ENSG00000162849	['KIF26B', 'FLJ10157']
ENSG00000162851	['TFB2M', 'FLJ23182', 'FLJ22661', 'Hkp1']
ENSG00000162852	['CNST', 'C1orf71', 'FLJ32001', 'PPP1R64']
ENSG00000162869	['PPP1R21', 'CCDC128', 'KLRAQ1', 'FLJ16566']
ENSG00000162873	['KLHDC8A', 'FLJ10748']
ENSG00000162877	['PM20D1', 'FLJ32569', 'Cps1']
ENSG00000162878	['PKDCC', 'SgK493', 'Vlk']
ENSG00000162881	['OXER1', 'TG1019', 'GPR170']
ENSG00000162882	['HAAO']
ENSG00000162885	['B3GALNT2', 'MGC39558']
ENSG00000162888	['C1orf147']
ENSG00000162889	['MAPKAPK2']
ENSG00000162891	['IL20', 'ZCYTO10', 'IL10D']
ENSG00000162892	['IL24', 'ST16', 'mda-7', 'IL10B', 'Mob-5', 'C49A', 'FISP', 'IL-24']
ENSG00000162894	['FAIM3']
ENSG00000162896	['PIGR']
ENSG00000162897	['FCAMR', 'FKSG87', 'FCA/MR', 'CD351']
ENSG00000162909	['CAPN2', 'mCANP', 'CANPml', 'CANPL2']
ENSG00000162910	['MRPL55']
ENSG00000162913	['C1orf145']
ENSG00000162923	['WDR26', 'FLJ21016', 'GID7']
ENSG00000162924	['REL', 'I-Rel', 'c-Rel']
ENSG00000162927	['PUS10', 'CCDC139', 'FLJ32312']
ENSG00000162928	['PEX13']
ENSG00000162929	['KIAA1841']
ENSG00000162931	['TRIM17', 'RNF16', 'terf', 'RBCC']
ENSG00000162944	['RFTN2', 'C2orf11', 'FLJ30574', 'Raftlin-2']
ENSG00000162946	['DISC1']
ENSG00000162949	['CAPN13', 'FLJ23523']
ENSG00000162951	['LRRTM1', 'FLJ32082']
ENSG00000162959	['MEMO1', 'C2orf4', 'CGI-27', 'MEMO']
ENSG00000162961	['DPY30', 'Saf19', 'HDPY-30', 'Cps25']
ENSG00000162971	['TYW5', 'C2orf60', 'FLJ37953']
ENSG00000162972	['C2orf47']
ENSG00000162975	['KCNF1', 'KCNF', 'Kv5.1', 'kH1', 'IK8']
ENSG00000162976	['PQLC3', 'C2orf22', 'MGC33602', 'SLC66A3']
ENSG00000162980	['ARL5A', 'ARL5']
ENSG00000162981	['FAM84A', 'NSE1', 'FLJ35392']
ENSG00000162989	['KCNJ3', 'Kir3.1', 'GIRK1', 'KGA']
ENSG00000162992	['NEUROD1', 'NEUROD', 'BETA2', 'BHF-1', 'NeuroD', 'bHLHa3', 'MODY6']
ENSG00000162994	['CLHC1', 'C2orf63', 'FLJ31438']
ENSG00000162998	['FRZB', 'FRZB-PEN', 'FRZB1', 'SRFP3', 'FRP-3', 'SFRP3', 'FRE', 'FRITZ', 'FRZB-1', 'FZRB', 'hFIZ']
ENSG00000162999	['DUSP19', 'SKRP1', 'DUSP17']
ENSG00000163001	['CCDC104']
ENSG00000163002	['NUP35']
ENSG00000163006	['CCDC138', 'FLJ32745']
ENSG00000163009	['C2orf48']
ENSG00000163012	['ZSWIM2', 'MGC33890', 'ZZZ2', 'MEX']
ENSG00000163013	['FBXO41', 'KIAA1940', 'Fbx41']
ENSG00000163017	['ACTG2', 'ACTL3', 'ACTA3', 'ACTSG']
ENSG00000163026	['C2orf44']
ENSG00000163029	['SMC6', 'SMC6L1', 'FLJ22116']
ENSG00000163032	['VSNL1', 'VILIP', 'HPCAL3', 'HUVISL1', 'VILIP-1']
ENSG00000163040	['CCDC74A', 'FLJ40345']
ENSG00000163041	['H3F3A', 'H3F3', 'H3.3A']
ENSG00000163046	['ANKRD30BL', 'NCRNA00164', 'ANKRD30BP3']
ENSG00000163050	['ADCK3']
ENSG00000163053	['SLC16A14', 'FLJ30794', 'MCT14']
ENSG00000163060	['TEKT4', 'MGC27019']
ENSG00000163064	['EN1']
ENSG00000163067	['ZNF2', 'A1-5', 'ZNF661', 'Zfp661']
ENSG00000163069	['SGCB', 'LGMD2E', 'SGC', 'A3b']
ENSG00000163071	['SPATA18', 'FLJ32906']
ENSG00000163072	['NOSTRIN', 'MGC20702']
ENSG00000163075	['PCDP1']
ENSG00000163081	['CCDC140', 'FLJ32447']
ENSG00000163082	['SGPP2', 'FLJ39004']
ENSG00000163083	['INHBB']
ENSG00000163092	['XIRP2', 'CMYA3']
ENSG00000163093	['BBS5', 'DKFZp762I194']
ENSG00000163098	['BIRC8', 'ILP-2', 'hILP2', 'RNF136']
ENSG00000163104	['SMARCAD1', 'DKFZP762K2015', 'KIAA1122', 'DKFZp762K2015']
ENSG00000163106	['HPGDS', 'GSTS', 'PGDS', 'H-PGDS', 'PGD2', 'GSTS1-1', 'GSTS1']
ENSG00000163110	['PDLIM5', 'LIM', 'Enh']
ENSG00000163113	['OTUD7B', 'ZA20D1', 'CEZANNE']
ENSG00000163114	['PDHA2', 'PDHAL']
ENSG00000163116	['STPG2', 'C4orf37', 'MGC46496']
ENSG00000163121	['NEURL3', 'Lincr', 'LOC93082', 'RNF132']
ENSG00000163125	['RPRD2', 'KIAA0460', 'FLJ32145', 'HSPC099']
ENSG00000163126	['ANKRD23', 'DARP', 'FLJ32449', 'MARP3']
ENSG00000163131	['CTSS']
ENSG00000163132	['MSX1', 'HOX7', 'HYD1', 'OFC5']
ENSG00000163138	['PACRGL', 'C4orf28', 'MGC29898']
ENSG00000163141	['BNIPL', 'BNIPl-1', 'BNIPL-2', 'PP753', 'BNIP-S', 'BNIP-Salpha', 'BNIP-Sbeta']
ENSG00000163145	['C1QTNF7', 'CTRP7']
ENSG00000163154	['TNFAIP8L2', 'FLJ23467']
ENSG00000163155	['LYSMD1', 'SB145', 'MGC35223', 'RP11-68I18.5']
ENSG00000163156	['SCNM1', 'MGC3180']
ENSG00000163157	['TMOD4', 'Sk-Tmod']
ENSG00000163159	['VPS72', 'TCFL1', 'YL-1', 'YL1', 'Swc2']
ENSG00000163161	['ERCC3', 'XPB', 'RAD25', 'GTF2H']
ENSG00000163162	['RNF149', 'FLJ90504']
ENSG00000163166	['IWS1', 'DKFZp761G0123', 'FLJ10006', 'FLJ14655', 'FLJ32319']
ENSG00000163170	['BOLA3']
ENSG00000163171	['CDC42EP3', 'CEP3', 'UB1', 'BORG2']
ENSG00000163191	['S100A11', 'S100C']
ENSG00000163202	['LCE3D', 'SPRL6B', 'SPRL6A', 'LEP16']
ENSG00000163206	['SMCP']
ENSG00000163207	['IVL']
ENSG00000163209	['SPRR3']
ENSG00000163214	['DHX57', 'DDX57']
ENSG00000163216	['SPRR2D']
ENSG00000163217	['BMP10']
ENSG00000163218	['PGLYRP4', 'SBBI67', 'PGRPIB', 'PGLYRPIbeta', 'PGRP-Ibeta']
ENSG00000163219	['ARHGAP25', 'KIAA0053']
ENSG00000163220	['S100A9', 'CAGB', 'NIF', 'LIAG', 'MRP14', 'MAC387', 'CGLB']
ENSG00000163221	['S100A12', 'CGRP', 'CAAF1', 'CAGC', 'ENRAGE']
ENSG00000163235	['TGFA']
ENSG00000163239	['TDRD10', 'DKFZp434M202']
ENSG00000163249	['CCNYL1', 'FLJ40432']
ENSG00000163251	['FZD5', 'C2orf31', 'HFZ5', 'DKFZP434E2135']
ENSG00000163254	['CRYGC', 'CRYG3']
ENSG00000163257	['DCAF16', 'C4orf30', 'FLJ20280']
ENSG00000163263	['C1orf189']
ENSG00000163273	['NPPC']
ENSG00000163281	['GNPDA2', 'SB52']
ENSG00000163283	['ALPP', 'PALP', 'PLAP']
ENSG00000163285	['GABRG1']
ENSG00000163286	['ALPPL2']
ENSG00000163288	['GABRB1']
ENSG00000163291	['PAQR3']
ENSG00000163293	['NIPAL1', 'NPAL1', 'DKFZp686A06115']
ENSG00000163295	['ALPI', 'IAP']
ENSG00000163297	['ANTXR2', 'CMG2', 'CMG-2', 'FLJ31074']
ENSG00000163312	['HELQ', 'Hel308']
ENSG00000163319	['MRPS18C', 'MRPS18-1', 'CGI-134', 'FLJ11146', 'FLJ22967']
ENSG00000163320	['CGGBP1', 'p20-CGGBP', 'CGGBP']
ENSG00000163322	['FAM175A']
ENSG00000163328	['GPR155', 'DEPDC3', 'DEP.7', 'FLJ31819', 'PGR22']
ENSG00000163331	['DAPL1']
ENSG00000163344	['PMVK', 'PMK', 'PMKA', 'HUMPMKI']
ENSG00000163346	['PBXIP1']
ENSG00000163347	['CLDN1', 'SEMP1', 'ILVASC']
ENSG00000163348	['PYGO2']
ENSG00000163349	['HIPK1', 'KIAA0630', 'Myak', 'MGC26642', 'Nbak2', 'MGC33446', 'MGC33548']
ENSG00000163352	['LENEP', 'LEP503']
ENSG00000163354	['DCST2', 'FLJ32934']
ENSG00000163357	['DCST1', 'FLJ32785']
ENSG00000163359	['COL6A3']
ENSG00000163362	['C1orf106']
ENSG00000163374	['YY1AP1', 'YY1AP', 'YAP']
ENSG00000163376	['KBTBD8', 'TA-KRP', 'KIAA1842']
ENSG00000163377	['FAM19A4', 'TAFA-4']
ENSG00000163378	['EOGT', 'C3orf64', 'AER61', 'FLJ33770']
ENSG00000163380	['LMOD3']
ENSG00000163382	['APOA1BP']
ENSG00000163386	['NBPF10', 'AG1']
ENSG00000163389	['POGLUT1', 'C3orf9', 'KTELC1', 'MDS010', 'MGC32995', '9630046K23Rik', 'MDSRP', 'hCLP46', 'KDELCL1', 'Rumi']
ENSG00000163393	['SLC22A15', 'FLIPT1']
ENSG00000163394	['CCKAR']
ENSG00000163395	['IGFN1', 'DKFZp434B1231', 'EEF1A2BP1']
ENSG00000163399	['ATP1A1']
ENSG00000163406	['SLC15A2', 'PEPT2']
ENSG00000163412	['EIF4E3', 'MGC39820']
ENSG00000163421	['PROK2', 'PK2', 'BV8', 'MIT1', 'KAL4']
ENSG00000163424	['C3orf30', 'FLJ32859', 'TSCPA']
ENSG00000163428	['LRRC58']
ENSG00000163430	['FSTL1', 'FRP', 'FSL1', 'tsc36']
ENSG00000163431	['LMOD1', '64kD', 'D1', '1D']
ENSG00000163435	['ELF3', 'ESX', 'ESE-1', 'ERT']
ENSG00000163440	['PDCL2', 'GCPHLP']
ENSG00000163444	['TMEM183A', 'C1orf37']
ENSG00000163449	['TMEM169', 'FLJ34263']
ENSG00000163453	['IGFBP7', 'MAC25', 'IGFBP-7', 'PSF', 'FSTL2']
ENSG00000163462	['TRIM46', 'FLJ23229', 'TRIFIC']
ENSG00000163463	['KRTCAP2', 'KCP2']
ENSG00000163464	['CXCR1', 'CMKAR1', 'IL8RA', 'CDw128a', 'CD181']
ENSG00000163466	['ARPC2', 'p34-Arc', 'ARC34']
ENSG00000163467	['TSACC', 'C1orf182', 'SSTK-IP']
ENSG00000163468	['CCT3', 'TRIC5', 'Cctg']
ENSG00000163472	['TMEM79', 'MGC13102', 'FLJ16057', 'FLJ32254', 'MATT']
ENSG00000163479	['SSR2', 'TLAP', 'TRAPB']
ENSG00000163481	['RNF25', 'AO7', 'FLJ13906']
ENSG00000163482	['STK36', 'KIAA1278', 'FU']
ENSG00000163485	['ADORA1', 'RDC7']
ENSG00000163486	['SRGAP2', 'FNBP2', 'KIAA0456', 'ARHGAP34', 'SRGAP2A']
ENSG00000163491	['NEK10', 'FLJ32685']
ENSG00000163492	['CCDC141', 'FLJ39502', 'CAMDI']
ENSG00000163497	['FEV', 'Pet-1']
ENSG00000163499	['CRYBA2']
ENSG00000163501	['IHH', 'HHG2', 'BDA1']
ENSG00000163507	['KIAA1524']
ENSG00000163508	['EOMES', 'TBR2']
ENSG00000163510	['CWC22', 'KIAA1604', 'EIF4GL', 'fSAPb', 'NCM']
ENSG00000163512	['AZI2', 'FLJ21939', 'AZ2']
ENSG00000163513	['TGFBR2', 'MFS2', 'TBRII', 'TBR-ii']
ENSG00000163515	['RETNLB', 'HXCP2', 'FIZZ2', 'RELMb']
ENSG00000163516	['ANKZF1', 'FLJ10415', 'ZNF744']
ENSG00000163517	['HDAC11']
ENSG00000163518	['FCRL4', 'FCRH4', 'IRTA1', 'IGFP2', 'CD307d']
ENSG00000163519	['TRAT1', 'TCRIM', 'HSPC062', 'TRIM']
ENSG00000163520	['FBLN2']
ENSG00000163521	['GLB1L', 'MGC10771']
ENSG00000163527	['STT3B', 'SIMP', 'FLJ90106', 'STT3-B']
ENSG00000163528	['CHCHD4', 'FLJ31709', 'TIMM40', 'MIA40']
ENSG00000163530	['DPPA2', 'PESCRG1', 'CT100']
ENSG00000163531	['NFASC', 'NRCAML', 'KIAA0756', 'FLJ46866', 'NF']
ENSG00000163534	['FCRL1', 'FCRH1', 'IRTA5', 'IFGP1', 'CD307a']
ENSG00000163535	['SGOL2']
ENSG00000163536	['SERPINI1', 'PI12']
ENSG00000163539	['CLASP2', 'KIAA0627']
ENSG00000163541	['SUCLG1']
ENSG00000163545	['NUAK2', 'SNARK', 'FLJ90349']
ENSG00000163554	['SPTA1', 'EL2']
ENSG00000163558	['PRKCI', 'DXS1179E', 'PKCI']
ENSG00000163563	['MNDA', 'PYHIN3']
ENSG00000163564	['PYHIN1', 'IFIX', 'MGC23885']
ENSG00000163565	['IFI16', 'IFNGIP1', 'PYHIN2']
ENSG00000163568	['AIM2', 'PYHIN4']
ENSG00000163576	['EFHB', 'FLJ25200', 'CFAP21']
ENSG00000163577	['EIF5A2']
ENSG00000163581	['SLC2A2', 'GLUT2']
ENSG00000163584	['RPL22L1']
ENSG00000163586	['FABP1', 'L-FABP']
ENSG00000163590	['PPM1L', 'PP2CE']
ENSG00000163596	['ICA1L', 'ALS2CR15', 'ALS2CR14']
ENSG00000163599	['CTLA4', 'CELIAC3', 'IDDM12', 'CD152', 'CD', 'GSE']
ENSG00000163600	['ICOS', 'AILIM', 'CD278']
ENSG00000163602	['RYBP', 'YEAF1', 'AAP1', 'DEDAF']
ENSG00000163605	['PPP4R2']
ENSG00000163606	['CD200R1', 'MOX2R', 'OX2R', 'CD200R']
ENSG00000163607	['GTPBP8', 'HSPC135']
ENSG00000163608	['C3orf17']
ENSG00000163611	['SPICE1', 'CCDC52', 'SPICE']
ENSG00000163617	['KIAA1407']
ENSG00000163618	['CADPS', 'KIAA1121', 'CAPS1', 'UNC-31']
ENSG00000163623	['NKX6-1', 'NKX6A', 'Nkx6.1']
ENSG00000163624	['CDS1']
ENSG00000163625	['WDFY3', 'KIAA0993', 'ALFY', 'ZFYVE25']
ENSG00000163626	['COX18', 'FLJ38991']
ENSG00000163629	['PTPN13', 'PTP1E', 'PTP-BAS', 'PTPL1', 'PTP-BL']
ENSG00000163630	['SYNPR', 'MGC26651']
ENSG00000163631	['ALB']
ENSG00000163632	['C3orf49']
ENSG00000163633	['C4orf36', 'MGC26744']
ENSG00000163634	['THOC7', 'NIF3L1BP1', 'FLJ23445', 'fSAP24']
ENSG00000163635	['ATXN7', 'SCA7', 'OPCA3', 'ADCAII']
ENSG00000163636	['PSMD6', 'p44S10', 'KIAA0107', 'Rpn7']
ENSG00000163637	['PRICKLE2', 'DKFZp686D143']
ENSG00000163638	['ADAMTS9', 'KIAA1312']
ENSG00000163644	['PPM1K', 'DKFZp761G058', 'PP2Ckappa', 'hPTMP', 'PP2Cm']
ENSG00000163645	['FAM194A']
ENSG00000163646	['CLRN1', 'USH3', 'USH3A', 'RP61']
ENSG00000163655	['GMPS', 'GATD7']
ENSG00000163659	['TIPARP', 'DKFZP434J214', 'DKFZp686N0351', 'DDF1', 'PARP7', 'PARP-7', 'PARP-1', 'pART14', 'RM1']
ENSG00000163660	['CCNL1', 'ania-6a']
ENSG00000163661	['PTX3', 'TNFAIP5', 'TSG-14']
ENSG00000163666	['HESX1', 'RPX', 'ANF']
ENSG00000163673	['DCLK3', 'DCAMKL3', 'KIAA1765', 'DCDC3C']
ENSG00000163681	['SLMAP', 'KIAA1601']
ENSG00000163682	['RPL9', 'L9']
ENSG00000163683	['SMIM14', 'C4orf34', 'FLJ13289']
ENSG00000163684	['RPP14']
ENSG00000163686	['ABHD6']
ENSG00000163687	['DNASE1L3', 'DNAS1L3', 'LSD']
ENSG00000163689	['C3orf67', 'FLJ42117', 'FLJ42930']
ENSG00000163694	['RBM47', 'FLJ20273', 'NET18']
ENSG00000163697	['APBB2', 'FE65L', 'FE65L1', 'MGC35575']
ENSG00000163701	['IL17RE', 'FLJ23658']
ENSG00000163702	['IL17RC', 'IL17-RL']
ENSG00000163703	['CRELD1', 'AVSD2']
ENSG00000163704	['PRRT3', 'FLJ33674']
ENSG00000163705	['FANCD2OS', 'C3orf24', 'MGC40179']
ENSG00000163710	['PCOLCE2', 'PCPE2']
ENSG00000163714	['U2SURP', 'fSAPa', 'SR140']
ENSG00000163719	['MTMR14', 'C3orf29', 'FLJ22405', 'FLJ90311', 'hJumpy', 'hEDTP']
ENSG00000163728	['TTC14', 'FLJ00166', 'KIAA1980']
ENSG00000163734	['CXCL3', 'GRO3', 'SCYB3', 'GROg', 'MIP-2b', 'CINC-2b']
